r,date,n1,n2,n3,n4,n5,n6,n7,n8,sum,median,consecutive,odd,ac,wuxing_ke,prime,partition,luckman
9018,20090218,2,13,15,16,17,21,27,4,111,16.0,1,5,15,1,3,14,1
9019,20090220,1,2,13,15,21,22,24,5,98,15.0,2,4,16,1,2,9,1
9020,20090223,7,17,18,19,21,24,28,14,134,19.0,1,4,14,0,3,10,1
9021,20090225,1,15,22,23,24,28,29,13,142,23.0,2,4,15,0,2,12,4
9022,20090227,2,12,14,18,24,25,29,30,124,18.0,1,2,16,1,2,6,1
9023,20090302,1,9,10,13,15,21,29,2,98,13.0,1,6,15,1,2,4,2
9024,20090304,4,6,9,15,22,25,29,2,110,15.0,0,4,18,0,1,2,1
9025,20090306,5,9,19,21,27,29,30,20,140,21.0,1,6,18,2,3,1,1
9026,20090309,1,11,12,18,21,22,26,7,111,18.0,2,3,16,1,1,9,1
9027,20090311,11,13,18,19,23,24,25,4,133,19.0,2,5,12,0,4,6,1
9028,20090313,1,2,5,8,9,11,20,18,56,8.0,2,4,14,0,3,16,1
9029,20090316,1,5,9,10,14,17,28,19,84,10.0,1,4,16,1,2,7,1
9030,20090318,6,19,20,21,25,29,30,7,150,21.0,2,4,15,1,2,6,1
9031,20090320,6,10,24,25,27,28,30,8,150,25.0,2,2,15,1,0,26,1
9032,20090323,2,3,4,16,20,27,29,6,101,16.0,1,3,17,1,3,2,1
9033,20090325,5,8,13,14,22,26,28,24,116,14.0,1,2,17,1,2,3,1
9034,20090327,6,12,15,20,24,26,29,27,132,20.0,0,2,14,2,1,6,4
9035,20090330,2,7,12,21,22,24,28,1,116,21.0,1,2,19,2,2,3,4
9036,20090401,5,12,13,23,24,25,27,6,129,23.0,2,5,16,0,3,12,1
9037,20090403,2,6,10,14,17,20,30,3,99,14.0,0,1,16,1,2,4,1
9038,20090406,8,10,12,21,22,29,30,28,132,21.0,2,2,17,1,1,3,1
9039,20090408,2,19,20,21,22,27,29,30,140,21.0,1,4,15,0,3,10,1
9040,20090410,4,6,7,13,16,18,21,5,85,13.0,1,3,14,2,2,33,4
9041,20090413,3,4,6,15,23,25,27,9,103,15.0,1,5,16,0,2,5,2
9042,20090415,8,10,16,18,19,24,29,1,124,18.0,1,2,14,3,2,3,1
9043,20090417,2,19,20,21,22,25,26,18,135,21.0,2,3,13,0,2,10,1
9044,20090420,3,8,14,16,17,20,25,12,103,16.0,1,3,14,2,2,9,1
9045,20090422,11,16,17,19,20,21,28,12,132,19.0,2,4,13,1,3,14,1
9046,20090424,11,14,18,19,20,25,28,15,135,19.0,1,3,13,3,2,10,1
9047,20090427,4,5,8,15,16,26,30,21,104,15.0,2,2,15,1,1,2,4
9048,20090429,2,4,13,21,25,29,30,16,124,21.0,1,4,17,1,3,1,1
9049,20090501,3,5,13,16,17,22,27,2,103,16.0,1,5,17,1,4,9,1
9050,20090504,4,5,7,10,19,27,28,20,100,10.0,2,4,17,0,3,8,2
9051,20090506,3,4,8,10,22,26,29,18,102,10.0,1,2,17,2,2,8,1
9052,20090508,3,6,16,17,26,29,30,19,127,17.0,2,3,14,1,3,1,1
9053,20090511,3,8,10,15,16,23,28,4,103,15.0,1,3,12,4,2,2,4
9054,20090513,7,10,14,18,19,21,30,5,119,18.0,1,3,14,1,2,9,1
9055,20090515,2,8,15,16,17,25,30,23,113,16.0,1,3,15,1,2,3,1
9056,20090518,5,6,7,13,18,24,29,1,102,13.0,1,4,16,1,4,2,4
9057,20090520,3,9,13,17,24,26,28,22,120,17.0,0,4,16,3,3,1,1
9058,20090522,6,10,11,18,20,22,24,12,111,18.0,1,1,15,1,1,4,1
9059,20090525,7,16,19,21,26,29,30,18,148,21.0,1,4,16,0,3,6,1
9060,20090527,2,8,12,18,20,23,27,7,110,18.0,0,2,17,0,2,3,4
9061,20090529,1,4,8,16,17,27,29,19,102,16.0,1,4,19,0,2,2,1
9062,20090601,2,5,9,10,17,24,25,29,92,10.0,2,4,14,2,3,8,1
9063,20090603,4,8,12,16,18,20,26,13,104,16.0,0,0,10,1,0,9,1
9064,20090605,1,8,13,14,18,20,29,6,103,14.0,1,3,17,2,2,9,1
9065,20090608,8,9,12,20,25,28,29,19,131,20.0,2,3,14,1,1,1,1
9066,20090610,1,2,3,7,19,20,27,14,79,7.0,2,5,17,1,4,7,2
9067,20090612,3,10,13,20,25,26,29,6,126,20.0,1,4,17,1,3,1,1
9068,20090615,1,9,10,13,20,24,30,6,107,13.0,1,3,18,0,1,2,1
9069,20090617,1,2,7,12,18,19,25,4,84,12.0,2,4,13,2,3,4,2
9070,20090619,13,17,21,22,24,29,30,14,156,22.0,2,4,14,1,3,32,1
9071,20090622,3,6,9,20,21,24,25,19,108,20.0,2,4,15,1,1,2,1
9072,20090624,4,6,10,15,23,25,30,14,113,15.0,0,3,17,3,1,5,2
9073,20090626,2,10,11,14,19,24,28,17,108,14.0,1,2,14,2,3,2,1
9074,20090629,9,11,13,16,18,20,29,8,116,16.0,0,4,11,1,3,9,1
9075,20090701,1,7,8,9,11,12,30,2,78,9.0,2,4,16,0,2,13,1
9076,20090703,3,8,11,18,21,25,30,19,116,18.0,0,4,16,3,2,2,1
9077,20090706,3,5,9,18,20,21,23,29,99,18.0,1,5,16,1,3,4,1
9078,20090708,10,12,13,18,23,26,29,25,131,18.0,1,3,13,1,3,6,2
9079,20090710,5,12,15,17,19,28,29,1,125,17.0,1,5,16,0,4,10,2
9080,20090713,10,11,13,14,19,23,25,26,115,14.0,2,5,14,0,4,3,1
9081,20090715,1,4,8,12,19,24,25,13,93,12.0,1,3,18,2,1,2,1
9082,20090717,1,7,8,10,21,22,26,6,95,10.0,2,3,19,2,1,7,1
9083,20090720,5,8,12,16,23,24,25,17,113,16.0,1,3,16,0,2,1,4
9084,20090722,1,8,13,14,18,26,28,4,108,14.0,1,2,17,2,1,3,1
9085,20090724,3,5,9,11,14,18,23,21,83,11.0,0,5,15,4,4,7,1
9086,20090727,4,8,10,12,24,25,30,16,113,12.0,1,1,17,2,0,5,1
9087,20090729,4,5,11,12,18,24,26,15,100,12.0,2,2,13,2,2,2,1
9088,20090731,1,3,7,12,16,20,23,8,82,12.0,0,4,16,1,3,4,1
9089,20090803,1,2,6,8,13,17,19,22,66,8.0,1,4,14,1,4,36,1
9090,20090805,1,6,12,13,24,27,28,23,111,13.0,2,3,17,1,1,1,1
9091,20090807,5,12,14,15,24,25,26,21,121,15.0,2,3,13,0,1,6,1
9092,20090810,1,4,5,12,17,19,24,23,82,12.0,1,4,17,2,3,4,1
9093,20090812,4,5,15,18,20,23,26,27,111,18.0,1,3,16,0,2,3,2
9094,20090814,7,14,18,22,23,25,30,4,139,22.0,1,3,14,2,2,6,4
9095,20090817,7,10,12,13,16,18,27,22,103,13.0,1,3,13,1,2,9,4
9096,20090819,1,2,7,8,12,19,30,10,79,8.0,2,3,14,3,3,7,1
9097,20090821,9,11,13,16,18,20,28,30,115,16.0,0,3,13,1,2,9,1
9098,20090824,4,5,10,12,17,19,24,29,91,12.0,1,3,13,2,3,4,1
9099,20090826,3,4,5,6,7,27,28,26,80,6.0,2,4,10,0,3,23,1
9100,20090828,10,14,16,19,23,25,26,1,133,19.0,1,3,14,0,2,6,1
9101,20090831,1,7,9,15,21,25,27,23,105,15.0,0,7,12,2,1,2,2
9102,20090902,4,9,12,14,15,17,21,8,92,14.0,1,4,14,1,1,24,1
9103,20090904,1,6,19,20,23,24,29,15,122,20.0,2,4,15,1,3,1,1
9104,20090907,2,7,15,21,25,27,29,14,126,21.0,0,6,16,3,3,1,2
9105,20090909,8,12,19,21,24,28,29,3,141,21.0,1,3,16,1,2,6,1
9106,20090911,2,9,11,21,23,27,28,15,121,21.0,1,5,17,0,3,5,2
9107,20090914,2,4,5,19,22,23,28,13,103,19.0,2,3,17,3,4,2,1
9108,20090916,6,7,11,13,15,20,26,17,98,13.0,1,4,14,1,3,4,2
9109,20090918,2,15,19,21,23,26,29,16,135,21.0,0,5,16,1,4,6,2
9110,20090921,8,11,12,16,24,26,29,18,126,16.0,1,2,15,1,2,1,1
9111,20090923,4,6,9,11,19,22,26,12,97,11.0,0,3,15,2,2,7,1
9112,20090925,7,10,11,14,17,25,27,2,111,14.0,1,5,16,1,3,2,1
9113,20090928,5,8,14,20,22,26,28,13,123,20.0,0,1,14,1,1,3,1
9114,20090930,1,10,12,26,28,29,30,14,136,26.0,1,2,16,0,1,11,1
9115,20091002,1,2,3,6,14,29,30,23,85,6.0,2,3,17,1,3,8,1
9116,20091005,4,6,8,16,21,25,27,20,107,16.0,0,3,15,1,0,2,1
9117,20091007,1,6,12,15,21,22,29,3,106,15.0,1,4,17,2,1,9,1
9118,20091009,6,12,16,18,20,23,29,21,124,18.0,0,2,15,2,2,10,4
9119,20091012,1,3,5,9,10,20,24,12,72,9.0,1,4,16,1,2,13,1
9120,20091014,1,4,6,10,16,19,28,7,84,10.0,0,2,14,1,1,7,1
9121,20091016,6,11,14,16,17,21,26,28,111,16.0,1,3,14,1,2,9,1
9122,20091019,3,4,5,10,15,20,27,8,84,10.0,1,4,14,3,2,7,2
9123,20091021,4,6,9,21,25,26,30,16,121,21.0,1,3,16,1,0,5,1
9124,20091023,3,10,11,15,20,26,28,29,113,15.0,1,3,18,1,2,2,2
9125,20091026,4,7,8,19,22,24,26,17,110,19.0,1,2,16,2,2,2,1
9126,20091028,6,7,14,15,18,29,30,23,119,15.0,3,3,14,0,2,3,4
9127,20091030,3,4,15,18,24,29,30,28,123,18.0,2,3,14,0,2,1,1
9128,20091102,1,9,10,12,18,23,25,8,98,12.0,1,4,16,1,1,2,2
9129,20091104,1,6,10,21,23,27,28,5,116,21.0,1,4,17,2,1,5,1
9130,20091106,2,17,18,19,23,25,30,14,134,19.0,1,4,16,1,4,6,2
9131,20091109,7,8,13,18,21,26,27,25,120,18.0,2,4,13,0,2,3,4
9132,20091111,2,8,11,13,18,22,23,26,97,13.0,1,3,16,0,4,4,1
9133,20091113,2,4,6,20,22,23,29,7,106,20.0,1,2,17,1,3,2,4
9134,20091116,2,7,9,19,25,26,30,13,118,19.0,1,4,17,1,3,5,2
9135,20091118,1,6,9,24,27,29,30,25,126,24.0,1,4,15,2,1,35,1
9136,20091120,2,4,5,17,21,22,25,24,96,17.0,2,4,16,1,3,4,1
9137,20091123,3,5,11,15,19,27,30,18,110,15.0,0,6,16,2,4,2,2
9138,20091125,5,9,13,15,22,24,30,17,118,15.0,0,4,14,1,2,3,1
9139,20091127,1,2,3,10,16,26,29,19,87,10.0,1,3,19,1,3,8,1
9140,20091130,7,10,14,17,18,19,20,1,105,17.0,1,3,13,0,3,24,1
9141,20091202,6,10,11,13,17,22,30,29,109,13.0,1,3,17,3,3,4,1
9142,20091204,6,7,8,10,19,22,26,18,98,10.0,1,2,15,3,2,7,1
9143,20091207,4,7,9,11,18,22,26,8,97,11.0,0,3,15,1,2,7,1
9144,20091209,2,3,6,15,19,23,25,4,93,15.0,1,5,17,1,4,2,2
9145,20091211,5,10,12,14,19,20,30,28,110,14.0,1,2,16,0,2,9,1
9146,20091214,3,4,6,12,15,17,29,21,86,12.0,1,4,15,0,3,4,1
9147,20091216,7,8,11,18,20,26,30,25,120,18.0,1,2,17,0,2,2,1
9148,20091218,2,5,7,8,9,10,12,16,53,8.0,1,3,9,0,3,16,1
9149,20091221,9,10,17,18,25,29,30,5,138,18.0,3,4,14,0,2,1,1
9150,20091223,1,10,11,12,14,16,21,20,85,12.0,1,3,13,0,1,33,1
9151,20091225,5,12,15,20,24,25,27,6,128,20.0,1,4,15,1,1,6,1
9152,20091228,8,11,17,20,21,26,28,10,131,20.0,1,3,17,0,2,3,1
9153,20091230,5,7,11,12,13,21,22,1,91,12.0,2,5,14,0,4,33,2
10001,20100101,2,10,11,15,16,20,27,4,101,15.0,2,3,16,1,2,4,1
10002,20100104,2,5,11,15,16,23,25,7,97,15.0,1,5,18,1,4,2,2
10003,20100106,4,5,7,13,16,22,24,26,91,13.0,1,3,13,1,3,4,4
10004,20100108,2,5,8,14,21,23,28,20,101,14.0,0,3,17,1,3,2,4
10005,20100111,4,6,8,13,17,22,27,16,97,13.0,0,3,14,2,2,4,1
10006,20100113,3,5,6,10,13,20,22,24,79,10.0,1,3,15,1,3,36,1
10007,20100115,10,11,12,19,20,24,28,22,124,19.0,2,2,14,1,2,3,1
10008,20100118,4,10,14,18,19,21,22,5,108,18.0,2,2,16,1,1,24,1
10009,20100120,2,6,7,8,12,20,25,10,80,8.0,1,2,14,1,2,7,4
10010,20100122,2,10,11,19,21,25,30,6,118,19.0,1,4,16,2,3,2,1
10011,20100125,2,6,9,14,21,23,27,26,102,14.0,0,4,17,1,2,2,1
10012,20100127,11,17,18,20,23,26,29,1,144,20.0,1,4,12,0,4,6,2
10013,20100129,2,6,9,13,18,19,23,24,90,13.0,1,4,15,0,4,4,1
10014,20100201,6,7,17,18,21,24,28,10,121,18.0,2,3,14,0,2,3,1
10015,20100203,6,7,10,15,18,26,30,12,112,15.0,1,2,14,1,1,2,4
10016,20100205,2,15,18,19,25,26,27,24,132,19.0,2,4,17,1,2,6,2
10017,20100208,1,3,4,6,10,27,30,18,81,6.0,1,3,16,2,1,23,1
10018,20100210,5,10,11,20,26,28,30,12,130,20.0,1,2,17,0,2,5,1
10019,20100212,1,3,8,12,14,17,22,13,77,12.0,0,3,15,2,2,33,1
10020,20100222,3,8,14,15,17,21,22,5,100,15.0,2,4,15,1,2,24,1
10021,20100224,1,3,5,9,12,16,22,4,68,9.0,0,4,14,1,2,36,1
10022,20100226,8,9,10,17,19,22,28,20,113,17.0,1,3,16,1,2,4,1
10023,20100301,2,11,13,16,19,20,23,17,104,16.0,1,4,16,0,5,9,1
10024,20100303,3,5,6,18,20,23,25,15,100,18.0,1,4,14,1,3,2,1
10025,20100305,4,5,14,15,17,22,23,1,100,15.0,3,4,15,1,3,9,1
10026,20100308,6,8,12,14,16,20,30,11,106,14.0,0,0,11,0,0,9,1
10027,20100310,1,4,9,15,26,28,29,25,112,15.0,1,4,17,1,1,5,2
10028,20100312,5,10,13,16,17,23,29,1,113,16.0,1,5,15,1,5,3,1
10029,20100315,6,12,13,18,23,27,30,15,129,18.0,1,3,16,2,2,6,1
10030,20100317,2,6,12,21,22,25,29,4,117,21.0,1,3,16,0,2,3,1
10031,20100319,4,6,9,10,15,19,20,25,83,10.0,2,3,13,1,1,36,1
10032,20100322,8,12,19,22,24,25,28,30,138,22.0,1,2,16,2,1,6,1
10033,20100324,2,8,13,16,17,24,25,3,105,16.0,2,3,16,1,3,3,1
10034,20100326,1,4,6,7,9,12,29,19,68,7.0,1,4,13,0,2,13,1
10035,20100329,1,2,7,11,22,27,29,23,99,11.0,1,5,19,2,4,8,1
10036,20100331,7,12,14,18,20,22,27,17,120,18.0,0,2,12,2,1,14,4
10037,20100402,1,3,10,15,26,27,29,6,111,15.0,1,5,17,1,2,5,2
10038,20100405,11,12,16,20,21,28,30,24,138,20.0,2,2,14,0,1,10,1
10039,20100407,1,4,6,10,12,19,22,28,74,10.0,0,2,16,3,1,36,1
10040,20100409,2,7,13,14,16,18,20,29,90,14.0,1,2,14,3,3,24,4
10041,20100412,6,8,10,11,14,27,29,18,105,11.0,1,3,15,2,2,8,1
10042,20100414,4,11,18,22,23,27,28,3,133,22.0,2,3,16,1,2,1,1
10043,20100416,2,4,7,14,15,23,30,10,95,14.0,1,3,18,0,3,2,4
10044,20100419,1,2,4,12,17,21,25,28,82,12.0,1,4,18,2,2,4,1
10045,20100421,7,11,14,16,22,26,27,4,123,16.0,1,3,17,2,2,3,1
10046,20100423,3,9,12,13,15,26,27,29,105,13.0,2,5,16,0,2,3,2
10047,20100426,9,10,13,14,16,20,29,30,111,14.0,2,3,15,0,2,9,1
10048,20100428,1,4,11,22,23,27,29,18,117,22.0,1,5,19,2,3,5,1
10049,20100430,3,10,14,17,23,29,30,21,126,17.0,1,4,16,1,4,1,1
10050,20100503,1,7,10,15,21,28,29,8,111,15.0,1,5,17,2,2,2,2
10051,20100505,10,12,13,19,20,21,29,5,124,19.0,2,4,12,1,3,14,1
10052,20100507,5,8,9,11,12,15,28,2,88,11.0,2,4,13,1,2,7,1
10053,20100510,2,8,9,18,25,26,27,14,115,18.0,2,3,14,0,1,5,1
10054,20100512,1,3,5,8,20,22,23,30,82,8.0,1,4,15,0,3,7,1
10055,20100514,1,2,7,13,15,24,29,5,91,13.0,1,5,16,2,4,2,2
10056,20100517,6,9,12,15,22,23,30,11,117,15.0,1,3,16,0,1,3,4
10057,20100519,6,9,13,18,21,25,26,27,118,18.0,1,4,14,1,1,3,1
10058,20100521,5,7,9,18,20,26,29,1,114,18.0,0,4,15,0,3,2,2
10059,20100524,6,9,11,14,17,25,29,8,111,14.0,0,5,15,1,3,2,1
10060,20100526,1,9,14,17,18,27,28,15,114,17.0,2,4,16,1,1,3,1
10061,20100528,3,9,12,15,20,23,28,27,110,15.0,0,4,14,2,2,3,2
10062,20100531,1,5,10,22,25,26,28,21,117,22.0,1,3,18,0,1,5,1
10063,20100602,2,5,6,11,21,26,27,4,98,11.0,2,4,15,0,3,8,1
10064,20100604,4,6,9,10,12,23,25,24,89,10.0,1,3,15,0,1,8,1
10065,20100607,8,12,14,25,26,27,30,2,142,25.0,1,2,16,1,0,12,1
10066,20100609,2,5,11,20,25,26,29,12,118,20.0,1,4,14,2,4,5,1
10067,20100611,1,2,10,11,13,22,26,17,85,11.0,2,3,16,1,3,7,1
10068,20100614,3,4,10,13,19,26,29,12,104,13.0,1,4,14,1,4,2,1
10069,20100616,6,10,12,13,16,24,27,1,108,13.0,1,2,15,1,1,3,1
10070,20100618,7,12,17,22,25,26,30,15,139,22.0,1,3,13,3,2,6,1
10071,20100621,9,12,14,21,26,28,29,30,139,21.0,1,3,14,0,1,6,1
10072,20100623,2,14,15,16,21,25,26,24,119,16.0,2,3,15,1,1,10,1
10073,20100625,6,8,9,13,22,26,27,19,111,13.0,2,3,15,1,1,2,1
10074,20100628,3,4,10,13,17,27,30,11,104,13.0,1,4,15,2,3,2,1
10075,20100630,1,6,12,16,24,27,30,11,116,16.0,0,2,16,2,0,1,1
10076,20100702,6,11,12,14,16,18,26,4,103,14.0,1,1,13,1,1,9,1
10077,20100705,1,3,5,6,17,21,30,23,83,6.0,1,5,18,0,3,7,1
10078,20100707,2,5,10,21,22,27,30,11,117,21.0,1,3,15,1,2,2,1
10079,20100709,3,5,6,15,18,20,21,16,88,15.0,2,4,14,0,2,33,1
10080,20100712,6,14,19,24,26,27,29,23,145,24.0,1,3,14,2,2,12,1
10081,20100714,2,6,15,17,18,26,30,13,114,17.0,1,2,14,0,2,3,1
10082,20100716,3,7,11,14,17,24,26,25,102,14.0,0,4,17,3,4,2,1
10083,20100719,1,8,11,12,14,29,30,7,105,12.0,2,3,18,1,2,2,1
10084,20100721,1,6,10,13,14,15,22,5,81,13.0,1,3,13,2,1,33,1
10085,20100723,2,8,17,19,20,22,29,28,117,19.0,1,3,17,0,4,9,1
10086,20100726,2,3,4,7,15,18,26,8,75,7.0,1,3,16,0,3,7,2
10087,20100728,1,4,5,10,20,22,27,13,89,10.0,1,3,19,0,1,7,1
10088,20100730,4,5,9,11,12,22,28,21,91,11.0,2,3,17,1,2,7,1
10089,20100802,3,16,17,21,24,26,30,27,137,21.0,1,3,16,2,2,6,1
10090,20100804,4,10,13,17,20,23,27,1,114,17.0,0,4,12,1,3,3,2
10091,20100806,2,4,7,12,26,27,29,22,107,12.0,1,3,16,1,3,5,2
10092,20100809,11,12,14,19,25,27,28,24,136,19.0,2,4,14,0,2,6,1
10093,20100811,8,10,11,16,21,27,29,26,122,16.0,1,4,14,3,2,2,1
10094,20100813,2,7,10,13,27,28,30,25,117,13.0,1,3,17,2,3,5,2
10095,20100816,1,3,5,14,20,23,24,10,90,14.0,1,4,17,0,3,2,1
10096,20100818,5,8,11,13,17,22,30,25,106,13.0,0,4,15,2,4,4,1
10097,20100820,3,12,13,15,19,26,30,22,118,15.0,1,4,18,0,3,10,2
10098,20100823,1,8,13,14,21,25,29,22,111,14.0,1,5,16,2,2,3,1
10099,20100825,2,3,7,9,13,23,26,10,83,9.0,1,5,18,0,5,8,2
10100,20100827,2,5,12,16,22,26,29,1,112,16.0,0,2,13,1,3,3,1
10101,20100830,1,7,11,13,20,24,28,18,104,13.0,0,4,16,0,3,2,1
10102,20100901,1,2,7,8,22,24,27,10,91,8.0,2,3,17,1,2,8,1
10103,20100903,5,11,12,20,22,24,29,2,123,20.0,1,3,17,1,3,3,1
10104,20100906,5,6,13,15,20,23,24,4,106,15.0,2,4,15,1,3,3,4
10105,20100908,3,10,11,12,13,20,30,9,99,12.0,1,3,12,0,3,4,1
10106,20100910,9,11,17,23,24,25,27,2,136,23.0,1,6,14,0,3,11,1
10107,20100913,4,6,15,21,25,28,29,1,128,21.0,1,4,20,2,1,1,1
10108,20100915,4,8,12,17,20,21,26,18,108,17.0,1,2,14,1,1,9,1
10109,20100917,4,8,10,14,23,24,30,20,113,14.0,1,1,15,1,1,5,4
10110,20100920,2,6,19,23,26,29,30,28,135,23.0,1,3,15,0,4,11,1
10111,20100922,2,3,10,18,24,27,29,22,113,18.0,1,3,20,0,3,5,1
10112,20100924,4,18,19,20,23,24,29,14,137,20.0,2,3,15,0,3,6,1
10113,20100927,2,3,13,15,19,26,27,17,105,15.0,2,5,16,0,4,3,2
10114,20100929,1,10,12,13,19,23,29,27,107,13.0,1,5,17,2,4,3,2
10115,20101001,3,11,15,19,21,24,26,30,119,19.0,0,5,17,1,3,3,1
10116,20101004,1,2,5,17,21,22,25,27,93,17.0,2,5,14,1,3,4,1
10117,20101006,8,10,16,18,19,25,27,13,123,18.0,1,3,12,2,1,3,1
10118,20101008,1,3,5,8,12,15,29,22,73,8.0,0,5,15,1,3,7,1
10119,20101011,1,9,10,13,19,22,28,29,102,13.0,1,4,14,2,2,4,1
10120,20101013,4,5,11,23,24,25,27,19,119,23.0,2,5,16,1,3,35,1
10121,20101015,4,6,18,20,21,24,25,14,118,20.0,2,2,16,1,0,3,1
10122,20101018,3,7,12,18,21,23,25,6,109,18.0,0,5,15,1,3,3,2
10123,20101020,1,5,11,12,15,16,29,27,89,12.0,2,5,15,1,3,4,1
10124,20101022,2,9,10,13,15,21,27,5,97,13.0,1,5,16,2,2,4,2
10125,20101025,4,6,12,16,25,27,30,8,120,16.0,0,2,19,1,0,1,1
10126,20101027,5,12,14,15,16,21,27,23,110,15.0,1,4,15,1,1,14,4
10127,20101029,11,12,25,26,28,29,30,16,161,26.0,3,3,12,1,2,15,1
10128,20101101,1,7,14,16,18,23,25,11,104,16.0,0,4,14,2,2,3,4
10129,20101103,1,6,7,8,13,20,25,14,80,8.0,1,4,12,2,2,7,1
10130,20101105,3,8,9,17,22,25,26,15,110,17.0,2,4,15,2,2,2,1
10131,20101108,5,9,11,21,23,27,30,18,126,21.0,0,6,15,2,3,5,2
10132,20101110,4,10,12,16,24,29,30,5,125,16.0,1,1,15,0,1,1,1
10133,20101112,1,2,3,10,18,27,30,14,91,10.0,1,3,17,1,2,8,1
10134,20101115,7,15,16,20,24,29,30,26,141,20.0,2,3,13,0,2,6,4
10135,20101117,1,9,10,14,18,23,24,21,99,14.0,2,3,13,2,1,2,1
10136,20101119,2,6,13,17,22,23,27,12,110,17.0,1,4,15,2,4,3,1
10137,20101122,3,7,9,15,16,20,24,18,94,15.0,1,4,14,0,2,4,2
10138,20101124,1,6,8,13,16,22,28,23,94,13.0,0,2,16,1,1,4,1
10139,20101126,1,5,7,8,10,14,30,27,75,8.0,1,3,15,1,2,13,1
10140,20101129,6,7,8,18,19,21,22,12,101,18.0,3,3,11,1,2,33,1
10141,20101201,3,11,16,21,24,26,27,25,128,21.0,1,4,15,2,2,1,1
10142,20101203,1,16,17,19,20,26,27,29,126,19.0,3,4,16,1,2,10,1
10143,20101206,3,7,8,14,21,29,30,6,112,14.0,2,4,18,0,3,2,1
10144,20101208,2,4,10,13,20,23,24,8,96,13.0,1,2,18,0,3,2,2
10145,20101210,1,17,18,23,26,28,30,9,143,23.0,1,3,19,1,2,12,2
10146,20101213,7,15,24,26,27,29,30,6,158,26.0,2,4,17,1,2,15,2
10147,20101215,1,19,20,26,27,28,30,5,151,26.0,2,3,16,0,1,12,1
10148,20101217,1,3,6,10,13,19,29,11,81,10.0,0,5,16,3,4,7,1
10149,20101220,1,2,13,18,27,28,30,29,119,18.0,2,3,17,0,2,1,1
10150,20101222,9,15,19,25,26,27,29,22,150,25.0,1,6,15,0,2,12,2
10151,20101224,2,7,8,10,15,23,24,13,89,10.0,2,3,15,3,3,8,4
10152,20101227,6,7,11,12,14,24,28,21,102,12.0,2,2,17,0,2,2,1
10153,20101229,4,5,11,20,23,26,27,19,116,20.0,2,4,14,1,3,5,2
10154,20101231,3,4,7,16,20,25,26,27,101,16.0,2,3,16,1,2,2,1
11001,20110103,13,16,17,19,21,26,27,1,139,19.0,2,5,13,0,3,27,1
11002,20110105,4,9,14,18,20,25,26,24,116,18.0,1,2,16,4,0,3,1
11003,20110107,8,13,20,21,22,25,30,7,139,21.0,1,3,14,1,1,10,1
11004,20110110,4,10,12,13,14,20,30,19,103,13.0,1,1,14,0,1,9,1
11005,20110112,1,7,8,9,19,21,29,12,94,9.0,1,6,15,0,3,7,1
11006,20110114,2,10,15,16,20,24,25,22,112,16.0,2,2,13,1,1,3,4
11007,20110117,1,6,15,16,22,25,26,17,111,16.0,2,3,17,1,0,3,1
11008,20110119,1,3,8,9,10,13,29,6,73,9.0,1,5,17,1,3,13,1
11009,20110121,4,6,9,13,15,18,27,12,92,13.0,0,4,13,0,1,4,1
11010,20110124,5,6,17,22,25,26,28,1,129,22.0,2,3,17,1,2,1,1
11011,20110126,10,13,15,18,25,26,27,22,134,18.0,1,4,15,0,1,6,2
11012,20110128,6,9,11,15,18,23,29,27,111,15.0,0,5,15,2,3,2,2
11013,20110131,7,11,12,13,20,21,27,3,111,13.0,2,5,14,1,3,9,2
11014,20110209,2,4,7,12,17,21,29,9,92,12.0,0,4,16,2,4,4,2
11015,20110211,1,2,6,7,9,17,18,19,60,7.0,3,4,15,0,3,22,1
11016,20110214,2,4,12,20,21,25,28,29,112,20.0,1,2,18,1,1,3,1
11017,20110216,4,8,11,12,14,26,28,27,103,12.0,1,1,17,1,1,2,1
11018,20110218,3,13,16,17,22,24,29,19,124,17.0,1,4,18,1,4,10,1
11019,20110221,1,3,5,6,14,16,21,29,66,6.0,1,4,15,0,2,36,1
11020,20110223,2,4,5,10,13,26,29,20,89,10.0,1,3,16,0,4,8,1
11021,20110225,3,11,15,22,23,27,30,21,131,22.0,1,5,14,1,3,1,2
11022,20110228,1,5,6,20,23,27,29,4,111,20.0,1,5,19,0,3,5,1
11023,20110302,3,11,15,20,22,25,28,16,124,20.0,0,4,17,1,2,3,1
11024,20110304,2,3,6,7,12,22,30,5,82,7.0,2,2,17,2,3,7,1
11025,20110307,4,7,9,11,16,21,28,14,96,11.0,0,4,13,1,2,7,1
11026,20110309,2,4,5,6,8,21,24,14,70,6.0,1,2,13,0,2,13,1
11027,20110311,2,5,13,21,25,26,29,9,121,21.0,1,5,15,1,4,1,1
11028,20110314,3,4,7,17,19,20,28,11,98,17.0,2,4,17,0,4,4,2
11029,20110316,10,15,17,20,25,26,28,4,141,20.0,1,3,14,2,1,6,2
11030,20110318,1,2,8,12,14,20,28,21,85,12.0,1,1,17,0,1,4,1
11031,20110321,3,4,10,12,13,21,24,26,87,12.0,2,3,15,0,2,4,1
11032,20110323,16,17,19,21,24,25,29,14,151,21.0,2,5,12,0,3,32,1
11033,20110325,4,8,18,20,28,29,30,27,137,20.0,1,1,16,1,1,1,1
11034,20110328,2,9,13,14,18,26,29,3,111,14.0,1,3,16,1,3,3,1
